 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
40 70.0 -6682.545743292063 -6916.70261820586 -6924.503377020762 -6911.517013492229 -93446.54154140253 -102306.30365685269 -105288.76397475768 -130842.37347154302 -7241.048781996821 -7192.366682573162 -7287.026320341387 -7083.290169631264 -37380.56568867752 -75653.92710613336 -32305.8256275446 -81968.56313569107 0.23650000000000002 0.914 0.2955 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3001544 0.0
41 72.0 -6890.171097537411 -6948.330336610119 -6946.743362753793 -6889.589952181573 -93437.39967792032 -102232.67701061691 -105207.64949412936 -130748.07146168608 -7025.86853812558 -6999.493479668317 -7184.923551669544 -6797.791337703627 -37023.38481228171 -75496.99550831266 -31976.606783462383 -81696.67651613671 0.23650000000000002 0.914 0.2955 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3001788 0.0
42 74.0 -6704.741025536183 -6921.664705474938 -6926.671496232927 -6911.3829030254965 -93444.88751231284 -102298.18997361542 -105268.53564602563 -130837.21021857385 -7264.182837508063 -7205.487156568427 -7293.01658785541 -7108.391178654573 -37418.25072982916 -75673.88721393194 -32365.34832302908 -82014.13834263544 0.23650000000000002 0.914 0.2955 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3001947 0.0
43 76.0 -6859.996242522746 -6939.836673717103 -6940.976612684323 -6887.444184713863 -93436.25973895309 -102239.8295688426 -105227.05080831658 -130752.72062453278 -7006.042540793722 -6988.608180118583 -7179.000339388888 -6777.630064204939 -36992.472349700016 -75479.04705751504 -31924.862495048346 -81656.71159705063 0.23825000000000002 0.913 0.29874999999999996 192.0 3.5 64.0 14.0 64.0 4.5 56.0 0.0 0.0 0.0 1713409352.3002107 0.0
44 78.0 -6732.5242438941295 -6926.872661933025 -6929.1078363785555 -6909.997094869268 -93442.51822740058 -102287.28232232122 -105245.84862540348 -130828.56009346964 -7277.7726981368905 -7210.158671159586 -7294.000064611443 -7120.952859038456 -37440.513067306645 -75686.04656291564 -32409.113038672574 -82046.74953779574 0.23825000000000002 0.913 0.29874999999999996 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3002264 0.0
45 80.0 -6827.1615299179 -6932.505301535762 -6936.70742949336 -6887.690053902871 -93437.22086396467 -102250.37959222551 -105249.06727660506 -130761.84013627055 -6995.447813921906 -6985.411880661474 -7177.368662043651 -6768.95758735628 -36976.535555903385 -75468.09470273193 -31889.144407408767 -81629.71068974861 0.23825000000000002 0.913 0.29874999999999996 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3002422 0.0
46 82.0 -6772.690328680316 -6940.574281284128 -6939.926080694924 -6916.188528083388 -93448.01675653658 -102282.85667691907 -105230.64943917388 -130825.25203529025 -7286.333416263273 -7211.790348504824 -7295.810555912323 -7126.518443407827 -37451.621884300934 -75695.88133047597 -32440.09255648763 -82070.10711075153 0.23825000000000002 0.913 0.29874999999999996 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3002589 0.0
47 84.0 -6797.009026647691 -6930.113664879044 -6937.0874091491 -6893.814431883626 -93443.00996577859 -102266.62931044452 -105275.04000366211 -130777.59811611153 -7002.198040747409 -6997.727691856348 -7187.5610575152705 -6780.289921795121 -36984.22455599601 -75472.65445860082 -31879.13082589279 -81624.8603612018 0.23825000000000002 0.913 0.29874999999999996 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3002744 0.0
48 86.0 -6808.654285508906 -6948.263281376753 -6944.9552231973685 -6915.339161794086 -93447.41325943629 -102271.5913977136 -105210.331703464 -130814.14321829597 -7283.517096461904 -7204.481328067938 -7292.435442499572 -7118.091835748177 -37444.62578828642 -75696.32836536507 -32449.770861836776 -82076.36559919901 0.23712500000000003 0.9115 0.30237499999999995 192.0 3.5 48.0 14.0 56.0 4.5 72.0 0.0 0.0 0.0 1713409352.3002903 0.0
49 88.0 -6761.268587263655 -6922.536423508695 -6931.879452691013 -6894.663798172927 -93443.38994543433 -102277.38049952753 -105293.3013788821 -130788.95280229484 -7011.876346096557 -7010.378779218052 -7194.579505274237 -6796.2043638473 -37000.586032937295 -75477.79535982554 -31880.717799749113 -81628.10136414783 0.23712500000000003 0.9115 0.30237499999999995 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3003063 0.0
50 90.0 -6842.248957425232 -6953.2924238791975 -6947.704487765371 -6911.874641403514 -93444.84280882393 -102258.29210976268 -105190.43865089878 -130799.7710466112 -7266.44036369805 -7185.683510981025 -7281.39368073865 -7093.482565102883 -37416.97668039521 -75684.63840301495 -32434.571675607167 -82062.03813100317 0.23712500000000003 0.9115 0.30237499999999995 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3003228 0.0
51 92.0 -6726.444569402286 -6914.266278060231 -6925.509205521251 -6894.350873750553 -93441.98178553364 -102285.7400519538 -105306.37714938846 -130798.96638381081 -7028.260174782297 -7027.321401515174 -7202.894354211611 -6820.724227514771 -37029.442135029094 -75488.09951401944 -31899.336802880385 -81644.10521317783 0.23712500000000003 0.9115 0.30237499999999995 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3003387 0.0
52 94.0 -6874.346062463053 -6958.90271173748 -6951.481932578317 -6909.348894280064 -93443.61346287889 -102247.47386544631 -105175.99942398065 -130786.82938657158 -7241.026430252366 -7161.4989234803825 -7267.647357898636 -7059.0161751528 -37375.53654617507 -75666.17586209487 -32400.17234089045 -82032.93615972235 0.23712500000000003 0.9115 0.30237499999999995 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3003552 0.0
53 96.0 -6699.354255122454 -6910.622943714016 -6923.184624097899 -6897.860097630036 -93443.74757334562 -102296.2453718478 -105318.42473964987 -130811.90804385043 -7056.199855351431 -7052.981204149867 -7217.221822407463 -6857.515198888207 -37074.547955339905 -75508.64076717387 -31939.212314988654 -81677.45401590515 0.232 0.908 0.306 192.0 3.5 32.0 14.0 48.0 4.5 72.0 0.0 0.0 0.0 1713409352.3003712 0.0
54 98.0 -6899.000036597256 -6960.735554782815 -6952.286595378709 -6904.587972711083 -93440.41716342178 -102235.87331007402 -105163.99653720815 -130772.34545616455 -7208.817566492268 -7133.358077211151 -7252.6493373691255 -7017.419578721474 -37322.85348449391 -75642.19244029433 -32349.098604810075 -81990.98193537974 0.232 0.908 0.306 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3003871 0.0
55 100.0 -6674.923798432804 -6904.789138411181 -6918.155481595455 -6897.949504607857 -93441.71356460018 -102301.14040388352 -105321.62103910698 -130819.93232010989 -7085.3018266322415 -7077.434012583973 -7228.509453357394 -6896.161365051433 -37124.749973386526 -75529.58435172848 -31989.570795246458 -81718.00008034708 0.232 0.908 0.306 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.300403 0.0
56 102.0 -6915.361513538542 -6960.132057682522 -6951.459580833863 -6898.709463919337 -93436.66207035328 -102226.01619076922 -105157.067496427 -130758.75559553571 -7170.37256602914 -7101.216268684419 -7234.4550173825055 -6969.162162442465 -37261.02855933053 -75612.26345446867 -32283.093903433553 -81937.2930451981 0.232 0.908 0.306 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3004203 0.0
57 104.0 -6659.478743014186 -6902.308094776642 -6915.540327494184 -6899.424719741907 -93441.17712273325 -102305.05195916319 -105320.97283851777 -130827.62132020251 -7118.829443315201 -7103.943181507967 -7241.00407850791 -6938.964955683346 -37181.50105255855 -75554.61830551844 -32052.043920999044 -81767.77741524905 0.232 0.908 0.306 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.3004365 0.0
58 106.0 -6927.073827633122 -6961.808438516669 -6953.47123783484 -6897.0777865741 -93437.42202966477 -102223.24457445677 -105160.44260983975 -130751.87125824348 -7132.955745810956 -7072.181352636976 -7219.702866042003 -6922.804644442159 -37199.203634167156 -75583.40735237686 -32211.99300432122 -81880.60902125943 0.234 0.912 0.298 192.0 3.5 40.0 14.0 64.0 4.5 40.0 0.0 0.0 0.0 1713409352.3004532 0.0
59 108.0 -6651.767391177105 -6900.631713942495 -6912.992228626279 -6899.782347653192 -93439.21016922119 -102305.20842137438 -105313.88733552545 -130831.75639292675 -7156.492132722394 -7132.978097555411 -7255.9126920596 -6985.054252750189 -37243.303625977474 -75584.21201517725 -32125.000014901165 -81825.9143025773 0.234 0.912 0.298 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.300469 0.0
60 110.0 -6923.65401073146 -6955.549950069184 -6948.397391843485 -6889.835821370581 -93432.39288716232 -102217.4331208984 -105163.39304010785 -130741.99178719423 -7091.649722057548 -7040.330116788164 -7201.374435588651 -6873.966082807313 -37134.29416826894 -75549.6785699938 -32133.53838128309 -81817.51004666211 0.234 0.912 0.298 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.7808256 0.0
61 112.0 -6659.948129647748 -6907.851327401559 -6918.669571717927 -6907.024312856712 -93444.12755300135 -102309.52230805425 -105308.63467557845 -130840.31711105313 -7192.746662228902 -7159.219045545941 -7269.033166054865 -7028.371933504574 -37302.75926622859 -75613.0457655246 -32199.76660010417 -81884.92290793931 0.234 0.912 0.298 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1713409352.7810006 0.0
