 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
22 44.0 -183774.56769640063 -183780.8261848481 -183992.89953624006 -183938.98712861387 -183973.05118716374 -183880.47026162987 -184031.00926053635 -177201.90312885086 187500.0 40516.20251133472 -183866.16514517847 -183864.4887643443 -183910.06397128868 -183893.12134899155 -183964.08813763715 -183882.2584011863 0.21475 0.9116250000000001 0.26787500000000003 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.263458 0.0
23 46.0 -183803.06617058112 -183809.41406600643 -184021.2415482094 -183967.26208534982 -184001.66142006655 -183909.01343929928 -184054.54564744778 -177049.33012119893 187500.0 39989.6401154566 -183893.18840422493 -183891.53437513523 -183937.13193382407 -183920.30107024923 -183991.15610017255 -183909.37106721057 0.216 0.906 0.266 192.0 3.0 96.0 14.0 40.0 4.0 40.0 0.0 0.0 0.0 1699129662.2634854 0.0
24 48.0 -183830.02237439423 -183836.45967679736 -184048.46597295595 -183994.50886184085 -184028.57292039072 -183935.902587879 -184085.03342688482 -176919.37707893577 187500.0 39517.168941160315 -183921.03867781625 -183919.31759349318 -183965.0269109043 -183947.99488162933 -184019.0287255083 -183937.33309952417 0.216 0.906 0.266 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2635128 0.0
25 50.0 -183854.05049968368 -183860.51015383127 -184072.4940982454 -184018.6263941081 -184052.62339742464 -183960.08717537968 -184110.22384288596 -176906.74834331853 187500.0 39009.94080423604 -183947.0114048733 -183945.3126722947 -183991.04434145027 -183973.94525694195 -184045.02380430984 -183963.19406785895 0.216 0.906 0.266 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.26354 0.0
26 52.0 -183879.46443312938 -183885.83468029913 -184097.97508692445 -184044.10738278716 -184077.9926273814 -183985.34464661416 -184136.4647908765 -177443.61489339054 187500.0 38557.54149646062 -183970.86071620713 -183969.16198362852 -184014.89365278409 -183997.83927176468 -184068.80606041028 -183986.99867570386 0.216 0.906 0.266 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2635682 0.0
27 54.0 -183906.62180264256 -183913.08145679015 -184125.08775294875 -184071.2871040448 -184105.12764515015 -184012.5243678718 -184164.56093365682 -177442.56436140114 187500.0 38060.125775352215 -183997.70516129796 -183996.05113220826 -184041.693394386 -184024.66136511104 -184095.67285724555 -184013.8878242836 0.216 0.906 0.266 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.263595 0.0
28 56.0 -183934.8073524007 -183941.0658408482 -184153.34035794027 -184099.4055985696 -184133.33554665276 -184040.59815890767 -184192.47826248148 -177449.76162311574 187500.0 37572.075435170584 -184025.42132442252 -184023.72259184392 -184069.45426099948 -184052.39987998008 -184123.41137211458 -184041.64869089707 0.212 0.906 0.272 192.0 3.0 80.0 14.0 40.0 4.0 64.0 0.0 0.0 0.0 1699129662.2636223 0.0
29 58.0 -183958.14257361204 -183964.55752427073 -184176.4744134515 -184122.60670931422 -184156.73782309747 -184064.06749058576 -184210.96315514605 -177227.07119310752 187500.0 37075.28556290693 -184051.41640322405 -184049.76237413436 -184095.47169154545 -184078.41731052607 -184149.42880266058 -184067.62141795416 0.212 0.906 0.272 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2636497 0.0
30 60.0 -183984.45057683595 -183990.73141702788 -184202.8271201643 -184149.02647126038 -184182.93406759907 -184090.28608683182 -184239.6851467711 -177219.829227904 187500.0 36578.1827662209 -184074.93043839105 -184073.23170581245 -184119.07513369026 -184101.97604918195 -184172.98754131646 -184091.1578048656 0.212 0.906 0.272 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2636766 0.0
31 62.0 -184011.36207716016 -184017.70997258544 -184229.8950826997 -184175.98267507346 -184209.91262315665 -184117.28699413384 -184267.4907168735 -176975.45760577414 187500.0 36096.70383890913 -184102.49013930443 -184100.701999748 -184146.59013111476 -184129.58045358426 -184200.50253874096 -184118.71750577897 0.212 0.906 0.272 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.263704 0.0
32 64.0 -184035.50196117186 -184041.98396706392 -184254.10202194477 -184200.25666955195 -184234.1419141462 -184141.4045264011 -184292.25644973 -177501.9976499078 187500.0 35617.43773429844 -184128.7087355505 -184126.89824424963 -184172.76402387192 -184155.84375331923 -184226.72113498702 -184144.9137502806 0.212 0.906 0.272 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2637343 0.0
33 66.0 -184060.42415623955 -184066.7944034093 -184279.0912722458 -184225.1788646196 -184259.01940572495 -184166.34907321323 -184318.38563899824 -177625.15576185653 187500.0 35162.8479555664 -184151.28399745037 -184149.49585789393 -184195.51809972743 -184178.3296082413 -184249.3411003758 -184167.51136392492 0.212 0.908 0.272 192.0 3.0 80.0 14.0 48.0 4.0 64.0 0.0 0.0 0.0 1699129662.263762 0.0
34 68.0 -184087.98385715293 -184094.3988078116 -184306.62862141474 -184252.738565533 -184286.57910663832 -184193.99818110446 -184346.07945037837 -177649.94384645746 187500.0 34653.4293476855 -184179.98363733097 -184178.1284425412 -184224.17303611911 -184207.0739516108 -184277.9513332786 -184196.16630031663 0.212 0.908 0.272 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2637897 0.0
35 70.0 -184112.59312779823 -184118.96337496798 -184330.99202287104 -184277.10196698928 -184311.07661856135 -184218.49569302748 -184367.4253663332 -177435.25534096424 187500.0 34182.411036778816 -184204.43644576508 -184202.64830620866 -184248.67054804214 -184231.61616702273 -184302.51590043498 -184220.70851572856 0.212 0.908 0.272 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2638168 0.0
36 72.0 -184141.6056921012 -184148.13240148217 -184360.18340112967 -184306.27099350345 -184340.2009415866 -184247.53060907492 -184397.42140739222 -177439.12219275502 187500.0 33664.38700728262 -184230.6773937556 -184228.79984722138 -184274.8444407993 -184257.87946675773 -184328.73449668105 -184246.88240848572 0.212 0.908 0.272 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2638438 0.0
37 74.0 -184167.6678261361 -184174.21688726151 -184386.26788690902 -184332.33312753835 -184366.3748343438 -184273.6374465987 -184423.30472747146 -177142.2016194107 187500.0 33208.81375179455 -184259.80171678087 -184257.94652199108 -184304.03581905793 -184286.91438280517 -184357.83646796187 -184276.02908325545 0.212 0.908 0.272 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2638702 0.0
38 76.0 -184194.55697471584 -184201.1283875857 -184413.2240907221 -184359.3116830959 -184393.37574164578 -184300.5489469229 -184451.2444080406 -177526.22694089735 187500.0 32707.911158551116 -184285.6403333712 -184283.8521938148 -184329.85208390382 -184312.64124067323 -184383.6750845522 -184301.89005159022 0.21 0.904 0.266 192.0 3.0 72.0 14.0 32.0 4.0 40.0 0.0 0.0 0.0 1699129662.2638977 0.0
39 78.0 -184219.70268722807 -184226.20704486454 -184438.4815619566 -184384.50209909704 -184418.40969543575 -184325.69465943513 -184477.8876874313 -177818.3642409282 187500.0 32274.264964373706 -184312.5071302065 -184310.71899065006 -184356.78593597247 -184339.64214797525 -184410.56423313194 -184328.80155191442 0.21 0.904 0.266 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2639253 0.0
40 80.0 -184245.36248986275 -184251.8891992437 -184464.18606808022 -184410.18425347618 -184444.0918498149 -184351.3544620698 -184503.68160053273 -177794.00083947193 187500.0 31751.81528947536 -184335.9541101401 -184334.07656360586 -184380.21056416162 -184363.08912790887 -184433.89945434328 -184352.0697178924 0.21 0.904 0.266 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2639573 0.0
41 82.0 -184271.4469756421 -184277.90662978968 -184490.15879513728 -184436.15698053324 -184470.19868733868 -184377.3718926158 -184527.66502233327 -177656.3364453717 187500.0 31301.740563123294 -184363.69262500913 -184361.92683719718 -184408.08318949738 -184390.91704975572 -184461.66032095675 -184379.94234322815 0.21 0.904 0.266 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2639842 0.0
42 84.0 -184299.6995806336 -184306.18158652564 -184518.36669663986 -184464.38723378032 -184498.38423709682 -184405.6244976073 -184554.42006044628 -177589.03534281676 187500.0 30777.14512075724 -184389.10655845483 -184387.31841889842 -184433.4300677097 -184416.26392796802 -184487.051902658 -184405.3786284183 0.213 0.906 0.27 192.0 3.0 96.0 14.0 48.0 4.0 72.0 0.0 0.0 0.0 1699129662.2640116 0.0
43 86.0 -184326.90165363572 -184333.42836301666 -184545.59112138645 -184491.56695503797 -184525.54160661003 -184432.8265706094 -184582.65031369333 -177388.24962237474 187500.0 30324.76816472628 -184418.45439892466 -184416.7333146016 -184462.86731515735 -184445.7905823935 -184516.46679836116 -184434.6817653992 0.213 0.906 0.27 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2640388 0.0
44 88.0 -184351.75679347 -184358.23879936207 -184570.5133164541 -184516.53385359453 -184550.41909818878 -184457.61465521035 -184608.31011632804 -177525.53403681924 187500.0 29821.406879592763 -184443.9353876037 -184442.21430328063 -184488.3930073253 -184471.20451583917 -184541.99249052914 -184460.25216105607 0.213 0.906 0.27 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2640672 0.0
45 90.0 -184375.3155321259 -184381.7751862735 -184594.13911034336 -184540.18199922825 -184574.00018858913 -184481.1957456107 -184633.0758491845 -178003.66020246272 187500.0 29394.801484918775 -184467.85175417087 -184466.06361461445 -184512.2646704036 -184495.0985306619 -184565.8641536074 -184484.07912064545 0.213 0.906 0.27 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.264108 0.0
46 92.0 -184403.34461967286 -184409.8266255649 -184622.1234944014 -184568.3228454975 -184601.96222090273 -184509.1577779243 -184661.70843383175 -177947.57967562435 187500.0 28885.740504949154 -184493.4892050611 -184491.7457689936 -184538.058583505 -184520.91479550776 -184591.568659731 -184509.87303374684 0.213 0.906 0.27 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2641358 0.0
47 94.0 -184429.94319557468 -184436.40284972228 -184648.7891255366 -184594.85436616594 -184628.6278520379 -184535.73400208165 -184687.81527135556 -177917.18130316513 187500.0 28423.394670891128 -184521.74181005263 -184520.06542921846 -184566.37824372988 -184549.14504875484 -184619.70950600025 -184538.01388001608 0.2145 0.905 0.271 192.0 3.0 96.0 14.0 32.0 4.0 64.0 0.0 0.0 0.0 1699129662.2641623 0.0
48 96.0 -184456.43001275422 -184463.00142562407 -184675.1865357383 -184621.29647985657 -184655.338186662 -184562.44433670572 -184711.7092861783 -177752.94068490752 187500.0 27917.61939735644 -184546.97692954267 -184545.3005487085 -184591.61336321992 -184574.40251998932 -184644.9893289792 -184563.3160547395 0.2145 0.905 0.271 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2642057 0.0
49 98.0 -184482.76036772257 -184489.33178059242 -184701.62864942892 -184647.6268348249 -184681.51207941916 -184588.70763644073 -184738.68784173584 -177703.0515912833 187500.0 27451.38435976319 -184575.00601708962 -184573.2178775332 -184619.55304378906 -184602.40925579183 -184673.04076827058 -184591.25573530863 0.2145 0.905 0.271 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2642329 0.0
50 100.0 -184506.2073476562 -184512.66700180375 -184725.03092587364 -184671.07381475854 -184704.9367076083 -184612.15461637435 -184762.6489117919 -177544.13068820606 187500.0 26961.43412130286 -184598.14007260086 -184596.3742847889 -184642.6870993003 -184625.4762560697 -184696.1524720374 -184614.34508733096 0.2145 0.905 0.271 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2642608 0.0
51 102.0 -184534.79522881453 -184541.41134517328 -184753.73056575426 -184699.81815812807 -184733.56929225556 -184640.80955276603 -184792.33202842856 -178109.8309886254 187500.0 26509.750069350015 -184625.6774217698 -184623.7775234911 -184670.24680021367 -184653.01360523864 -184723.66746946186 -184641.81538126653 0.2145 0.905 0.271 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2642875 0.0
52 104.0 -184559.42685120428 -184565.97591232968 -184778.4068916329 -184724.51683575116 -184758.1562111564 -184665.39647166687 -184817.90242408545 -178107.9981455801 187500.0 26033.747319429796 -184651.2925209156 -184649.50438135915 -184695.86189935947 -184678.62870438443 -184749.28256860765 -184667.36342517895 0.21625 0.9065000000000001 0.2695 192.0 3.0 104.0 14.0 48.0 4.0 48.0 0.0 0.0 0.0 1699129662.264315 0.0
53 106.0 -184586.29364803954 -184592.84270916495 -184805.25133672374 -184751.29422560864 -184785.0677114806 -184692.2856202466 -184844.74686917628 -178143.85034368638 187500.0 25548.736816494085 -184677.55582065057 -184675.74532934968 -184722.08049560554 -184704.9367076083 -184775.50116485372 -184693.62672491395 0.21625 0.9065000000000001 0.2695 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2643416 0.0
54 108.0 -184613.96510767523 -184620.44711356726 -184832.78868589268 -184778.89863001092 -184812.80622634964 -184719.9123763934 -184870.02669215522 -177931.53112310544 187500.0 25071.951755517934 -184704.31085876358 -184702.41096048488 -184748.81318197408 -184731.62469048795 -184802.23385122226 -184720.29235604912 0.21625 0.9065000000000001 0.2695 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2643695 0.0
55 110.0 -184641.3236428885 -184647.85035226945 -184860.21427633933 -184806.32422045758 -184840.05300284066 -184747.33796684004 -184898.50281459128 -177966.04221654442 187500.0 24578.939328067223 -184732.87638817745 -184731.06589687656 -184777.4681183658 -184760.27962687967 -184830.91113935842 -184748.92494069636 0.21625 0.9065000000000001 0.2695 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.264397 0.0
56 112.0 -184667.05050075657 -184673.64426537088 -184885.9858376963 -184832.0734300701 -184865.84691594206 -184772.99776947472 -184923.17914046993 -177672.22853567943 187500.0 24112.234903840414 -184758.6032460455 -184756.81510648908 -184803.23967972276 -184786.0288364922 -184856.70505245985 -184774.83061252008 0.21625 0.9065000000000001 0.2695 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2644243 0.0
57 114.0 -184695.10194004799 -184701.67335291783 -184914.1937391989 -184860.16957285043 -184893.96541046686 -184801.0715605106 -184952.59403617313 -178186.87745176285 187500.0 23633.929924241296 -184784.95595275832 -184783.23486843525 -184829.8159038801 -184812.53800541617 -184883.14716615048 -184801.33978144405 0.217125 0.90425 0.27275000000000005 192.0 3.0 104.0 14.0 24.0 4.0 80.0 0.0 0.0 0.0 1699129662.2644508 0.0
58 116.0 -184721.92403339435 -184728.56250149757 -184941.14994301202 -184887.12577666354 -184920.87691079103 -184827.98306083478 -184980.57842023118 -178291.81889198054 187500.0 23192.706488693537 -184813.87911008348 -184812.13567401597 -184858.67200597192 -184841.41645925242 -184911.98091649782 -184830.2182352803 0.217125 0.90425 0.27275000000000005 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.2644787 0.0
59 118.0 -184747.58383602905 -184754.22230413227 -184966.72033866888 -184912.76322755378 -184946.53671342574 -184853.66521521393 -185006.2158711214 -178319.57975859402 187500.0 22686.551235503106 -184838.35427026206 -184836.7225929168 -184883.16951789494 -184865.891619431 -184936.41137318747 -184854.64869196995 0.217125 0.90425 0.27275000000000005 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.264506 0.0
60 120.0 -184774.13770844194 -184780.59736258953 -184993.0730453817 -184939.16063775547 -184973.04588234972 -184880.06262541565 -185030.8698452556 -178136.07193661595 187500.0 22234.26368644997 -184865.06460488614 -184863.32116881863 -184909.81279728567 -184892.5796023106 -184963.16641130048 -184881.31432310515 0.217125 0.90425 0.27275000000000005 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.741298 0.0
61 122.0 -184803.32908670057 -184809.85579608154 -185022.30912712924 -184968.37436775857 -185002.170205375 -184909.23165192982 -185060.687072359 -178145.95140766518 187500.0 21722.095814001063 -184893.4289685999 -184891.70788427687 -184938.26656797726 -184920.98866951332 -184991.64253373654 -184909.72339030783 0.217125 0.90425 0.27275000000000005 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.7415123 0.0
62 124.0 -184828.05011606816 -184834.6662324269 -185047.0748599857 -184993.00599014832 -185026.95828997594 -184933.99738478631 -185083.93288659252 -177885.3747708052 187500.0 21271.618756248805 -184920.5416346242 -184918.88760553452 -184965.42393749047 -184948.12368728206 -185018.73284801637 -184936.85840807657 0.218 0.91 0.27 192.0 3.0 104.0 14.0 56.0 4.0 56.0 0.0 0.0 0.0 1699129662.7415445 0.0
63 126.0 -184854.80515418114 -184861.37656705102 -185073.80754635425 -185019.89513872805 -185053.7356798334 -184960.81947813267 -185111.91727065056 -178183.6140970724 187500.0 20770.559700794187 -184945.48618143634 -184943.69804187992 -184990.25672558032 -184973.0011788608 -185043.54328436177 -184961.78060314426 0.218 0.91 0.27 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.741568 0.0
64 128.0 -184877.24630561427 -184883.95182895087 -185096.40515999857 -185042.40334539456 -185076.31094173325 -184983.3053330547 -185135.92304419554 -178511.89416788748 187500.0 20349.631649211842 -184971.23539104886 -184969.5143067258 -185016.09534217065 -184998.7727402178 -185069.42660444102 -184987.5745162457 0.218 0.91 0.27 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1699129662.741661 0.0
